ID	LARS2
HG00096	9.75294665719534
HG00097	9.81141124697793
HG00099	5.38665152891203
HG00100	10.9093477500582
HG00101	11.6940691012637
HG00102	6.74074124518052
HG00103	10.4292559571377
HG00104	9.42713439021502
HG00105	7.93546830225168
HG00106	9.27851149703598
HG00108	8.45533829250759
HG00109	9.13154538500126
HG00110	8.94752897804729
HG00111	9.71823784564083
HG00112	10.2354377583055
HG00114	9.69719155880622
HG00115	9.2088004175047
HG00116	10.1045820220375
HG00117	9.98427164971844
HG00118	9.31244684449621
HG00119	10.5391775808669
HG00120	10.3247083533063
HG00121	10.3891302979456
HG00122	10.1414397984823
HG00123	10.2702506585903
HG00124	8.57589047819016
HG00125	7.43169840317846
HG00126	8.14198570837278
HG00127	8.09197107249599
HG00128	7.32028224608754
HG00129	14.9213677684967
HG00130	7.17306891288636
HG00131	7.76585720788469
HG00132	9.44059518887995
HG00133	9.19855683460004
HG00134	9.09402707354328
HG00135	9.20536535791031
HG00136	7.04699639060274
HG00137	9.90634118688157
HG00138	10.6135062137993
HG00139	8.41639352991085
HG00141	9.39504528307692
HG00142	9.79314369791537
HG00143	8.17752662568271
HG00145	8.04348152512386
HG00146	9.97345854194943
HG00148	8.79037802895463
HG00149	8.22037651762995
HG00150	11.5658852090194
HG00151	8.07331628234598
HG00152	9.12415931221542
HG00154	14.0307496978019
HG00155	8.94369519638874
HG00156	9.90663804321829
HG00157	9.79201343821771
HG00158	11.0056209157867
HG00159	6.42673289149608
HG00160	9.64332661778908
HG00231	7.99896950982811
HG00232	9.67292019626238
HG00233	8.27430230726955
HG00234	8.31317489272516
HG00235	10.0021815901673
HG00236	10.6391631216595
HG00238	11.1691140809852
HG00239	8.35507046341422
HG00240	8.54569838762807
HG00242	8.64101178696828
HG00243	10.0567090955351
HG00244	10.7508117000965
HG00245	11.0630373613193
HG00246	8.76763254055019
HG00247	9.22548964964031
HG00249	11.9997995513946
HG00250	8.79207948178304
HG00251	9.35204028445952
HG00252	8.10098454525103
HG00253	9.56632621160288
HG00255	7.99489436037595
HG00256	8.68803138986985
HG00257	10.5877923076068
HG00258	9.05741299827557
HG00259	11.0257013681504
HG00260	9.54461147548401
HG00261	9.28546107094778
HG00262	8.13686582011597
HG00263	9.15095892351087
HG00264	9.48054238552807
HG00265	8.85534305272438
HG01334	9.88856626513673
HG01789	9.53002824530829
HG01790	8.74569339306137
HG01791	10.8807213591771
HG02215	9.81434671126806
