ID	LARS2
HG00171	8.38203315452635
HG00173	7.02510726773701
HG00174	9.82142788493759
HG00176	9.31938022090118
HG00177	7.92416337762513
HG00178	9.1616727609282
HG00179	10.4601737102512
HG00180	9.9192042418149
HG00181	11.4661543321278
HG00182	9.12356618514772
HG00183	9.0993339826512
HG00185	10.169324432174
HG00186	7.65563680574432
HG00187	10.4189958578539
HG00188	10.0233375226425
HG00189	9.9157318928161
HG00266	9.69904055298076
HG00267	13.3203343871302
HG00268	10.3613466788764
HG00269	8.75333264751539
HG00271	10.8165024024586
HG00272	7.81064983191304
HG00273	10.4162995393695
HG00274	9.22578647998394
HG00275	11.2757009092265
HG00276	10.723003561774
HG00277	9.58260401744962
HG00278	11.1711167670981
HG00280	7.81921265023909
HG00281	8.9041103929683
HG00282	9.98292974403638
HG00284	8.95207701989831
HG00285	12.2260895455426
HG00306	9.35436537642685
HG00308	10.799122635079
HG00309	9.0583082643128
HG00310	8.51441145669211
HG00311	8.98631654695538
HG00312	9.53965706813671
HG00313	11.7803709255561
HG00315	7.99858794007118
HG00319	9.34206529388195
HG00320	8.62724978964243
HG00321	11.698552422838
HG00323	10.3788410991522
HG00324	9.52545144928998
HG00325	9.94218992426556
HG00326	9.96194905561038
HG00327	7.17601394221562
HG00328	9.76816011372773
HG00329	4.658196066878
HG00330	8.05322000536564
HG00331	7.71382130073068
HG00332	10.5343410507202
HG00334	9.76331061795126
HG00335	8.78906084437818
HG00336	8.96626406786539
HG00337	9.86123234847641
HG00338	10.311222456122
HG00339	9.62256298438342
HG00341	8.10581432001996
HG00342	9.55237498274921
HG00343	9.38190467361088
HG00344	11.9746136779491
HG00345	10.3415285178613
HG00346	7.41990056813946
HG00349	9.43645443819934
HG00350	10.6860710081411
HG00351	8.67008195096152
HG00353	9.11289317173598
HG00355	10.5677643321967
HG00356	10.7612160287321
HG00358	8.59937237020671
HG00359	10.4650006464061
HG00360	10.2005695656496
HG00361	9.93460165861328
HG00362	9.84039094940479
HG00364	9.13044072036188
HG00365	9.29382676912162
HG00366	11.9620892093618
HG00367	8.68142809135862
HG00369	10.340983885023
HG00371	12.1022451624223
HG00372	12.5317810293256
HG00373	9.57500970404162
HG00375	10.4769907019969
HG00376	12.4550402831621
HG00377	9.45251214870864
HG00378	9.50003936791163
HG00379	8.97858139336069
HG00380	9.31006192321762
HG00381	9.27376572661387
HG00382	13.0948718195278
HG00383	9.66664679959718
HG00384	10.4163716761264
